model,dataset,log10Cerr,seed,final_test-set-acc,l1-regret,l2-regret
PAC,rcv1_binary_sparse,0.0,4,0.971346389989154,0.012427719290493907,0.027414037883590266
PAC,rcv1_binary_sparse,1.0,0,0.9644708614239368,0.017880683922529752,0.03699764125645163
PAC,rcv1_binary_sparse,1.0,1,0.8325553171869102,0.018871549303210555,0.0416432108379729
PAC,rcv1_binary_sparse,1.0,2,0.963061354178114,0.01571005695601399,0.031270334235120566
PAC,rcv1_binary_sparse,1.0,3,0.9621583139426546,0.020213596997680962,0.04531057869378293
PAC,rcv1_binary_sparse,1.0,4,0.9649534384809813,0.018699447025636952,0.040465206191375586
PAC,rcv1_binary_sparse,2.0,0,0.9636729369830812,0.018971177504576612,0.039469800458527465
PAC,rcv1_binary_sparse,2.0,1,0.836702613083094,0.02004509003981484,0.0443347495283109
PAC,rcv1_binary_sparse,2.0,2,0.9606102449675812,0.0163956986162703,0.0325921625558644
PAC,rcv1_binary_sparse,2.0,3,0.9615945110443256,0.021071979577827093,0.04712359915025491
PAC,rcv1_binary_sparse,2.0,4,0.964246295862738,0.019241536085206845,0.04201571163612721
PAC,rcv1_binary_sparse,3.0,0,0.963577377169805,0.01907298182050241,0.03971542704940697
PAC,rcv1_binary_sparse,3.0,1,0.8370896303268623,0.020120520793413275,0.04458632321090933
PAC,rcv1_binary_sparse,3.0,2,0.9603761234250549,0.016480732658034493,0.03277185860435655
PAC,rcv1_binary_sparse,3.0,3,0.9614989512310492,0.021176811531401312,0.0473355184905645
PAC,rcv1_binary_sparse,3.0,4,0.9642080719374274,0.019363067352685198,0.04223953772974307
PAC,real-sim_binary_sparse,-1.0,0,0.9667605373713124,0.007286444908744624,0.016025377793762792
PAC,real-sim_binary_sparse,-1.0,1,0.97243894557038,0.007406887681058382,0.014797096779753757
PAC,real-sim_binary_sparse,-1.0,2,0.9645907391163844,0.007224280897227807,0.015375865431841707
PAC,real-sim_binary_sparse,-1.0,3,0.962190111259868,0.009566858537107115,0.019524739619336595
PAC,real-sim_binary_sparse,-1.0,4,0.9632519274271732,0.0096002259844654,0.019995340996813795
PAC,real-sim_binary_sparse,-2.0,0,0.9326900881769078,0.015918100743179908,0.02416133463759407
PAC,real-sim_binary_sparse,-2.0,1,0.9476016804394995,0.017271996346950154,0.02619218966571743
PAC,real-sim_binary_sparse,-2.0,2,0.9406306264715388,0.016702921388579477,0.02593138568765944
PAC,real-sim_binary_sparse,-2.0,3,0.9365218595632704,0.0165159722657091,0.02361407947172715
PAC,real-sim_binary_sparse,-2.0,4,0.9518027791884032,0.01775948104020503,0.025967757796202216
PAC,real-sim_binary_sparse,-3.0,0,0.763722819814413,0.0048503927074300965,0.008714513281027457
PAC,real-sim_binary_sparse,-3.0,1,0.7647384700614007,0.004150819033706158,0.007473737902289699
PAC,real-sim_binary_sparse,-3.0,2,0.755920779280735,0.00394810036379659,0.007044424803220455
PAC,real-sim_binary_sparse,-3.0,3,0.7815890309773326,0.006644464363337685,0.012854686984596912
PAC,real-sim_binary_sparse,-3.0,4,0.7787729098379577,0.004179844142024645,0.007470102501502619
PAC,real-sim_binary_sparse,0.0,0,0.9674991920963943,0.016096822276290713,0.03302453778674192
PAC,real-sim_binary_sparse,0.0,1,0.9679608512995708,0.016450380091792463,0.03036794052961697
PAC,real-sim_binary_sparse,0.0,2,0.9531877567979318,0.016494489114670198,0.03139943676799982
PAC,real-sim_binary_sparse,0.0,3,0.9622824431005031,0.0193654608524423,0.03568984936459203
PAC,real-sim_binary_sparse,0.0,4,0.967314528415124,0.015048718758584689,0.025876816170685053
PAC,real-sim_binary_sparse,1.0,0,0.9584968376344584,0.021045488972515746,0.04286779878025169
PAC,real-sim_binary_sparse,1.0,1,0.9645445731960668,0.021436070941935677,0.04226249315386803
PAC,real-sim_binary_sparse,1.0,2,0.9497714786944278,0.02290149609578005,0.0439771272136102
PAC,real-sim_binary_sparse,1.0,3,0.9581275102719172,0.025333205958054838,0.0464290809505012
PAC,real-sim_binary_sparse,1.0,4,0.9620516134989152,0.01908458007981679,0.03368230285358628
PAC,real-sim_binary_sparse,2.0,0,0.957665851068741,0.02169775400512212,0.044089026456577106
PAC,real-sim_binary_sparse,2.0,1,0.9649139005586076,0.02228168433389205,0.04464756479903594
PAC,real-sim_binary_sparse,2.0,2,0.9495868150131572,0.02377910567013485,0.04590365410327584
PAC,real-sim_binary_sparse,2.0,3,0.957435021467153,0.026319602552564027,0.04811130949285883
PAC,real-sim_binary_sparse,2.0,4,0.9605281381284336,0.019735245303303204,0.03499939120458634
PAC,real-sim_binary_sparse,3.0,0,0.957665851068741,0.02173386398240029,0.04420310256733448
PAC,real-sim_binary_sparse,3.0,1,0.9647754027976548,0.0223312784166095,0.04485102324399976
PAC,real-sim_binary_sparse,3.0,2,0.9496791468537924,0.023870980422450165,0.046073042303587115
PAC,real-sim_binary_sparse,3.0,3,0.9574811873874706,0.02646678499159643,0.04830692762230257
PAC,real-sim_binary_sparse,3.0,4,0.9604358062877985,0.019782096856100818,0.03512789316900878
PAC,sst2_binary_sparse,-1.0,0,0.8535293535293536,0.01565843397526566,0.024533294074923214
PAC,sst2_binary_sparse,-1.0,1,0.8541233541233542,0.016600650264016602,0.02410492292746623
PAC,sst2_binary_sparse,-1.0,2,0.8473418473418474,0.014016845700014009,0.02245238509785876
PAC,sst2_binary_sparse,-1.0,3,0.8622908622908623,0.017393876304767384,0.02559457099478882
PAC,sst2_binary_sparse,-1.0,4,0.8483318483318484,0.016313697006766312,0.024203752415952486
PAC,sst2_binary_sparse,-2.0,0,0.8209088209088209,0.014909561939264921,0.02150813541344135
PAC,sst2_binary_sparse,-2.0,1,0.833976833976834,0.016445778822016456,0.022109876603634563
PAC,sst2_binary_sparse,-2.0,2,0.8217008217008217,0.015198475594515187,0.021616427581207156
PAC,sst2_binary_sparse,-2.0,3,0.8352143352143352,0.01627889994226629,0.02173044497790185
PAC,sst2_binary_sparse,-2.0,4,0.8343728343728344,0.015801052929765816,0.022487706357229128
PAC,sst2_binary_sparse,-3.0,0,0.7257202257202258,0.013684313189263692,0.017810936072234218
PAC,sst2_binary_sparse,-3.0,1,0.7281952281952282,0.014765717736014752,0.01899001655641402
PAC,sst2_binary_sparse,-3.0,2,0.7444312444312444,0.011673925040261662,0.015129706426912795
PAC,sst2_binary_sparse,-3.0,3,0.7285912285912286,0.011423974295261423,0.015137659124963959
PAC,sst2_binary_sparse,-3.0,4,0.7317592317592317,0.013376775753013385,0.0184906340347552
PAC,sst2_binary_sparse,0.0,0,0.8444213444213444,0.020998558127270996,0.03275550763661539
PAC,sst2_binary_sparse,0.0,1,0.8385308385308385,0.022608044885272616,0.032084537162267765
PAC,sst2_binary_sparse,0.0,2,0.837045837045837,0.0221902350615222,0.03239399195468479
PAC,sst2_binary_sparse,0.0,3,0.8447183447183447,0.022357113941272346,0.03291296970119918
PAC,sst2_binary_sparse,0.0,4,0.8404118404118404,0.022887891699772893,0.03249034944407757
PAC,sst2_binary_sparse,1.0,0,0.8361548361548361,0.024678470223024673,0.037473486165246046
PAC,sst2_binary_sparse,1.0,1,0.8288288288288288,0.023949692266523943,0.0348527204133358
PAC,sst2_binary_sparse,1.0,2,0.8308088308088308,0.025483458651775474,0.03655298928135486
PAC,sst2_binary_sparse,1.0,3,0.8327393327393328,0.024516247288524525,0.035465640999295896
PAC,sst2_binary_sparse,1.0,4,0.8319968319968319,0.02530089658802531,0.0357012791517308
PAC,sst2_binary_sparse,2.0,0,0.8353628353628354,0.02533716395102534,0.038411536625187793
PAC,sst2_binary_sparse,2.0,1,0.8284328284328284,0.023913179853773912,0.03504284942755942
PAC,sst2_binary_sparse,2.0,2,0.8307098307098307,0.026208560862026217,0.037488383849302975
PAC,sst2_binary_sparse,2.0,3,0.8318483318483318,0.024719393531274718,0.03573576594019595
PAC,sst2_binary_sparse,2.0,4,0.8308583308583308,0.02557804785527557,0.03613258202951284
PAC,sst2_binary_sparse,3.0,0,0.8353628353628354,0.025344270393775348,0.03845757094244957
PAC,sst2_binary_sparse,3.0,1,0.8283833283833284,0.023933518983023927,0.03509892173396761
PAC,sst2_binary_sparse,3.0,2,0.8304128304128304,0.026287466881526313,0.03758267896997427
PAC,sst2_binary_sparse,3.0,3,0.8316008316008316,0.024685331616024687,0.035716664723388754
PAC,sst2_binary_sparse,3.0,4,0.8305613305613305,0.0255831939000256,0.03614361622153616
PAC,url_binary_sparse,-1.0,0,0.981923629630557,0.005819759775178719,0.02176723220309282
PAC,url_binary_sparse,-1.0,1,0.9737256882278228,0.00659181742440873,0.014639023585448939
PAC,url_binary_sparse,-1.0,2,0.9738592369084036,0.0055632267537454455,0.010175215720450095
PAC,url_binary_sparse,-1.0,3,0.9849535153212332,0.004685346650627076,0.00885555653537054
PAC,url_binary_sparse,-1.0,4,0.9823479249178187,0.006407141196146885,0.011508021764096918
PAC,url_binary_sparse,-2.0,0,0.9819792749141324,0.003939768718642971,0.01270331166402226
PAC,url_binary_sparse,-2.0,1,0.9731163723726732,0.0042637647596187505,0.008969278608167087
PAC,url_binary_sparse,-2.0,2,0.973689518793499,0.003799718905921685,0.007106785096160744
PAC,url_binary_sparse,-2.0,3,0.9849882936234678,0.003190347956431794,0.00626072742102124
PAC,url_binary_sparse,-2.0,4,0.9828209098282092,0.004028029851601061,0.007190138438318614
PAC,url_binary_sparse,-3.0,0,0.9823242756722994,0.0006582671763939797,0.0012187685815453126
PAC,url_binary_sparse,-3.0,1,0.9832646809647224,0.0007660868001136901,0.0013731022491620688
PAC,url_binary_sparse,-3.0,2,0.9811445956605026,0.0007158889694230469,0.0012399333065417782
PAC,url_binary_sparse,-3.0,3,0.9835150847408112,0.0006515869876479633,0.001075556258544768
PAC,url_binary_sparse,-3.0,4,0.9837181900258612,0.0006324485912301446,0.0009942623820031187
PAC,url_binary_sparse,0.0,0,0.981923629630557,0.006100307042135111,0.022829462697898727
PAC,url_binary_sparse,0.0,1,0.974252927289699,0.006908899125692794,0.015493998027908242
PAC,url_binary_sparse,0.0,2,0.9738564546442248,0.00580870647318139,0.010582160718763355
PAC,url_binary_sparse,0.0,3,0.984927083811535,0.0049193736340994165,0.009222500552373768
PAC,url_binary_sparse,0.0,4,0.9823924411446792,0.006773043369617206,0.012184391241286847
PAC,url_binary_sparse,1.0,0,0.981930585291004,0.006125560910312229,0.022946906823422063
PAC,url_binary_sparse,1.0,1,0.974314137101632,0.006943704975097412,0.015590288654557895
PAC,url_binary_sparse,1.0,2,0.9738341965307948,0.005834284020606983,0.01062053945803331
PAC,url_binary_sparse,1.0,3,0.9849256926794456,0.004946307879651764,0.009264820552849934
PAC,url_binary_sparse,1.0,4,0.982399396805126,0.006809446954886911,0.01224959633975741
PAC,url_binary_sparse,2.0,0,0.981930585291004,0.006127847325429381,0.022956533274182008
PAC,url_binary_sparse,2.0,1,0.9743197016299896,0.006949097333641935,0.01559999073564417
PAC,url_binary_sparse,2.0,2,0.9738341965307948,0.005836866567802636,0.010625043275431808
PAC,url_binary_sparse,2.0,3,0.9849256926794456,0.0049499785400658105,0.00926907102068578
PAC,url_binary_sparse,2.0,4,0.9824007879372154,0.006812559785106729,0.012255440359132109
PAC,url_binary_sparse,3.0,0,0.981930585291004,0.006128005721657373,0.02295757812761042
PAC,url_binary_sparse,3.0,1,0.9743238750262576,0.006949345258172706,0.015600553792727834
PAC,url_binary_sparse,3.0,2,0.9738341965307948,0.0058367288319522296,0.010625065467670428
PAC,url_binary_sparse,3.0,3,0.9849256926794456,0.004950433068372226,0.0092699090957137
PAC,url_binary_sparse,3.0,4,0.9824007879372154,0.006812979879450552,0.012256268395617605
PAC,w8a_binary_sparse,-1.0,0,0.9859345110836052,0.0017920268453086217,0.0023782057616283836
PAC,w8a_binary_sparse,-1.0,1,0.986778440418589,0.001372568898613693,0.001828400003295601
PAC,w8a_binary_sparse,-1.0,2,0.9872847980195792,0.001410726759634458,0.001919109988413801
PAC,w8a_binary_sparse,-1.0,3,0.9864408686845956,0.0016502578580126904,0.0021387274475597714
PAC,w8a_binary_sparse,-1.0,4,0.9881287273545628,0.0017549830824198794,0.0028669913029330707
PAC,w8a_binary_sparse,-2.0,0,0.9848092719702936,0.0007280631292565631,0.0009223060561407207
PAC,w8a_binary_sparse,-2.0,1,0.986497130640261,0.0006470124901541528,0.0008602144416378117
PAC,w8a_binary_sparse,-2.0,2,0.9846967480589626,0.0007631572204142705,0.001009755422060213
PAC,w8a_binary_sparse,-2.0,3,0.9853718915269496,0.0007762478734652226,0.0010215047393303466
PAC,w8a_binary_sparse,-2.0,4,0.9832901991673232,0.0009706579974977172,0.001284489740776826
PAC,w8a_binary_sparse,-3.0,0,0.976763812310116,0.00019218192776854104,0.00031678513992048176
PAC,w8a_binary_sparse,-3.0,1,0.9767075503544504,0.000111131288666182,0.00019613942042981958
PAC,w8a_binary_sparse,-3.0,2,0.9762574547091256,0.00016405094993575576,0.00027684582014080684
PAC,w8a_binary_sparse,-3.0,3,0.9765950264431192,0.00032030321294763346,0.0005152541259790608
PAC,w8a_binary_sparse,-3.0,4,0.9747946438618208,0.00013062800597601513,0.000240888460154909
PAC,w8a_binary_sparse,0.0,0,0.965398897265669,0.006026713845008817,0.01289029992938946
PAC,w8a_binary_sparse,0.0,1,0.9821649600540114,0.004138874560349016,0.006880128213315207
PAC,w8a_binary_sparse,0.0,2,0.985315629571284,0.004133025545156002,0.006724036100090575
PAC,w8a_binary_sparse,0.0,3,0.9846404861032968,0.003967581972555276,0.005814293189807997
PAC,w8a_binary_sparse,0.0,4,0.9852031056599528,0.005581074592212214,0.019540101765648885
PAC,w8a_binary_sparse,1.0,0,0.9513896703049398,0.008830898843231886,0.023264020102320388
PAC,w8a_binary_sparse,1.0,1,0.9789580285810736,0.005676887031563479,0.00987472504822167
PAC,w8a_binary_sparse,1.0,2,0.9844154382806346,0.00588828715210898,0.011155638411333805
PAC,w8a_binary_sparse,1.0,3,0.9824462698323394,0.005340150871169034,0.008426120928774745
PAC,w8a_binary_sparse,1.0,4,0.9832901991673232,0.008173023896290838,0.030836780711903457
PAC,w8a_binary_sparse,2.0,0,0.948295262743333,0.009229467449951831,0.025106927791715025
PAC,w8a_binary_sparse,2.0,1,0.9781140992460898,0.0058183774943264335,0.010160581682555292
PAC,w8a_binary_sparse,2.0,2,0.9838528187239788,0.00619828495733563,0.01208670949677043
PAC,w8a_binary_sparse,2.0,3,0.9822212220096772,0.005646806381999729,0.009083656021326996
PAC,w8a_binary_sparse,2.0,4,0.9829526274333296,0.008424253025054979,0.031616251320395375
PAC,w8a_binary_sparse,3.0,0,0.9482390007876674,0.009305504647460265,0.025319674302867908
PAC,w8a_binary_sparse,3.0,1,0.9781140992460898,0.005817263396194442,0.01017309564618497
PAC,w8a_binary_sparse,3.0,2,0.9837402948126476,0.006252875765803234,0.012171179049476476
PAC,w8a_binary_sparse,3.0,3,0.9819961741870148,0.005732591938163078,0.00927625864740121
PAC,w8a_binary_sparse,3.0,4,0.9828401035219984,0.008426759745851942,0.03171009143753041
PAC,webspam_binary_sparse,-1.0,0,0.9113627489262008,0.01446256853187907,0.0243703762310773
PAC,webspam_binary_sparse,-1.0,1,0.9207817068408872,0.01775117464699299,0.031814416900072716
PAC,webspam_binary_sparse,-1.0,2,0.9225816896981932,0.018094547142926735,0.031519601764847825
PAC,webspam_binary_sparse,-1.0,3,0.9104008533252064,0.01623676191296998,0.02804764493701358
PAC,webspam_binary_sparse,-1.0,4,0.9163531775887848,0.01571837929690628,0.02768428260002418
PAC,webspam_binary_sparse,-2.0,0,0.9132484452529024,0.0039739366932950914,0.006896256855720168
PAC,webspam_binary_sparse,-2.0,1,0.9142579594480053,0.004109956142803357,0.007482145761899951
PAC,webspam_binary_sparse,-2.0,2,0.9103627584499197,0.004074925830503633,0.006530476325260033
PAC,webspam_binary_sparse,-2.0,3,0.9148103351396654,0.004694627613636121,0.008026635655910568
PAC,webspam_binary_sparse,-2.0,4,0.9143531966362224,0.0037097242166764964,0.0065758613283180625
PAC,webspam_binary_sparse,-3.0,0,0.8956390891515319,0.0014946109424134664,0.002791499285611009
PAC,webspam_binary_sparse,-3.0,1,0.894315292235312,0.002794032796104442,0.00512598360757347
PAC,webspam_binary_sparse,-3.0,2,0.8961724174055485,0.001728130642037261,0.003310116032301275
PAC,webspam_binary_sparse,-3.0,3,0.8945057666117465,0.002122092000821116,0.0042138382024546955
PAC,webspam_binary_sparse,-3.0,4,0.8954105198998105,0.001850996044262097,0.0035449110746030117
PAC,webspam_binary_sparse,0.0,0,0.8126208321825507,0.04539230696624204,0.07581040089706433
PAC,webspam_binary_sparse,0.0,1,0.9111151322368358,0.054404668093212843,0.0940560195204032
PAC,webspam_binary_sparse,0.0,2,0.9164007961828936,0.053047066689888275,0.09022933929766556
PAC,webspam_binary_sparse,0.0,3,0.8847820496947648,0.04478821088078276,0.07636561610175399
PAC,webspam_binary_sparse,0.0,4,0.7456309939905335,0.04814447311722914,0.07502631654883955
PAC,webspam_binary_sparse,1.0,0,0.8433348253826154,0.050827521586074446,0.0815932463846767
PAC,webspam_binary_sparse,1.0,1,0.9045818611251322,0.058408354621045114,0.09351643882095025
PAC,webspam_binary_sparse,1.0,2,0.9055247092884828,0.05845003267767087,0.0966984715038911
PAC,webspam_binary_sparse,1.0,3,0.8340587232502548,0.05374121378004793,0.08906608277095517
PAC,webspam_binary_sparse,1.0,4,0.6916886505842802,0.055285706378468254,0.0904135446745143
PAC,webspam_binary_sparse,2.0,0,0.8432586356320416,0.051673623853275945,0.08260231115802097
PAC,webspam_binary_sparse,2.0,1,0.8959057532785402,0.06162477849102992,0.09672446191068768
PAC,webspam_binary_sparse,2.0,2,0.9055437567261264,0.058062436180475865,0.09791862182074085
PAC,webspam_binary_sparse,2.0,3,0.8139732002552357,0.057155042653530684,0.0917146186388126
PAC,webspam_binary_sparse,2.0,4,0.6886696317177932,0.058856535171140784,0.0940901574176722
PAC,webspam_binary_sparse,3.0,0,0.8445919562670832,0.051586731705808395,0.08274732492432246
PAC,webspam_binary_sparse,3.0,1,0.8973628822582642,0.06170209977255279,0.0970150991900094
PAC,webspam_binary_sparse,3.0,2,0.9057437548213828,0.05814998838766366,0.09858210329968785
PAC,webspam_binary_sparse,3.0,3,0.823401681888744,0.05773910121176588,0.0919492467243162
PAC,webspam_binary_sparse,3.0,4,0.691726745459567,0.058162435228103875,0.09378292281295511
